Id,week,region_name,TauxGrippe,pop_0_19,pop_20_39,pop_40_59,pop_60_74,pop_75_plus,pop_total,requete_grippe,requete_grippe_aviaire_vaccin,requete_grippe_aviaire_vaccin_porcine_porc_H1N1_AH1N1_A_mexicaine_Mexique_pandemie
6142,201124,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,0,1,1
6143,201124,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,1,0,0
6144,201124,BRETAGNE,14,780408,757104,866181,492894,321180,3217767,1,1,0
6145,201124,CENTRE,0,614629,592449,695479,392862,261416,2556835,1,1,0
6146,201124,CHAMPAGNE-ARDENNE,13,324898,328037,365168,196057,121893,1336053,1,1,1
6147,201124,CORSE,0,65399,75182,88943,53312,31650,314486,3,0,0
6148,201124,FRANCHE-COMTE,15,290000,286318,316818,173479,106825,1173440,1,1,1
6149,201124,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,0,0,0
6150,201124,LANGUEDOC-ROUSSILLON,0,622980,619529,715033,435841,276663,2670046,1,1,0
6151,201124,LIMOUSIN,46,152694,159995,203959,127575,96849,741072,1,1,1
6152,201124,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,0
6153,201124,MIDI-PYRENEES,2,661129,703117,792502,441317,305355,2903420,1,0,0
6154,201124,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6155,201124,PAYS-DE-LA-LOIRE,9,918142,879018,954546,513503,335904,3601113,1,0,0
6156,201124,PICARDIE,0,499506,481778,526267,259503,151101,1918155,0,0,0
6157,201124,POITOU-CHARENTES,0,398192,395154,487005,294917,202505,1777773,1,1,0
6158,201124,PROVENCE-ALPES-COTE-D-AZUR,3,1135570,1156231,1323397,791794,509077,4916069,1,1,1
6159,201124,ILE-DE-FRANCE,6,3071017,3493039,3131223,1383699,773873,11852851,1,1,1
6160,201124,RHONE-ALPES,1,1593489,1620992,1670893,870502,527665,6283541,1,1,1
6161,201123,ALSACE,0,448112,479905,526481,250849,146978,1852325,1,0,0
6162,201123,AQUITAINE,0,732120,765143,896030,516065,344875,3254233,0,0,0
6163,201123,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,1,1,1
6164,201123,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,0,1,1
6165,201123,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,1,0,0
6166,201123,BRETAGNE,5,780408,757104,866181,492894,321180,3217767,1,1,0
6167,201123,CENTRE,0,614629,592449,695479,392862,261416,2556835,1,1,0
6168,201123,CHAMPAGNE-ARDENNE,27,324898,328037,365168,196057,121893,1336053,1,1,1
6169,201123,CORSE,0,65399,75182,88943,53312,31650,314486,3,0,0
6170,201123,FRANCHE-COMTE,0,290000,286318,316818,173479,106825,1173440,1,1,1
6171,201123,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,0,0,0
6172,201123,LANGUEDOC-ROUSSILLON,0,622980,619529,715033,435841,276663,2670046,1,1,0
6173,201123,LIMOUSIN,19,152694,159995,203959,127575,96849,741072,1,1,1
6174,201123,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,0
6175,201123,MIDI-PYRENEES,0,661129,703117,792502,441317,305355,2903420,1,0,0
6176,201123,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6177,201123,PAYS-DE-LA-LOIRE,4,918142,879018,954546,513503,335904,3601113,1,0,0
6178,201123,PICARDIE,15,499506,481778,526267,259503,151101,1918155,0,0,0
6179,201123,POITOU-CHARENTES,0,398192,395154,487005,294917,202505,1777773,1,1,0
6180,201123,PROVENCE-ALPES-COTE-D-AZUR,5,1135570,1156231,1323397,791794,509077,4916069,1,1,1
6181,201123,ILE-DE-FRANCE,3,3071017,3493039,3131223,1383699,773873,11852851,1,1,1
6182,201123,RHONE-ALPES,8,1593489,1620992,1670893,870502,527665,6283541,1,1,1
6183,201122,ALSACE,0,448112,479905,526481,250849,146978,1852325,1,1,1
6184,201122,AQUITAINE,0,732120,765143,896030,516065,344875,3254233,1,1,1
6185,201122,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,2,2,2
6186,201122,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6187,201122,BOURGOGNE,14,372023,369737,450664,269109,181201,1642734,2,2,1
6188,201122,BRETAGNE,33,780408,757104,866181,492894,321180,3217767,1,1,1
6189,201122,CENTRE,0,614629,592449,695479,392862,261416,2556835,1,1,1
6190,201122,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,1,1,1
6191,201122,CORSE,0,65399,75182,88943,53312,31650,314486,2,0,0
6192,201122,FRANCHE-COMTE,8,290000,286318,316818,173479,106825,1173440,2,2,1
6193,201122,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,1,1,1
6194,201122,LANGUEDOC-ROUSSILLON,2,622980,619529,715033,435841,276663,2670046,1,1,1
6195,201122,LIMOUSIN,19,152694,159995,203959,127575,96849,741072,1,1,1
6196,201122,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6197,201122,MIDI-PYRENEES,0,661129,703117,792502,441317,305355,2903420,1,1,1
6198,201122,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6199,201122,PAYS-DE-LA-LOIRE,0,918142,879018,954546,513503,335904,3601113,1,1,1
6200,201122,PICARDIE,0,499506,481778,526267,259503,151101,1918155,2,2,2
6201,201122,POITOU-CHARENTES,0,398192,395154,487005,294917,202505,1777773,1,1,1
6202,201122,PROVENCE-ALPES-COTE-D-AZUR,9,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6203,201122,ILE-DE-FRANCE,3,3071017,3493039,3131223,1383699,773873,11852851,1,1,1
6204,201122,RHONE-ALPES,6,1593489,1620992,1670893,870502,527665,6283541,1,1,1
6205,201121,ALSACE,0,448112,479905,526481,250849,146978,1852325,1,1,1
6206,201121,AQUITAINE,0,732120,765143,896030,516065,344875,3254233,1,1,1
6207,201121,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,2,2,2
6208,201121,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6209,201121,BOURGOGNE,22,372023,369737,450664,269109,181201,1642734,2,2,1
6210,201121,BRETAGNE,12,780408,757104,866181,492894,321180,3217767,1,1,1
6211,201121,CENTRE,0,614629,592449,695479,392862,261416,2556835,1,1,1
6212,201121,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,1,1,1
6213,201121,CORSE,0,65399,75182,88943,53312,31650,314486,2,0,0
6214,201121,FRANCHE-COMTE,4,290000,286318,316818,173479,106825,1173440,2,2,1
6215,201121,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,1,1,1
6216,201121,LANGUEDOC-ROUSSILLON,29,622980,619529,715033,435841,276663,2670046,1,1,1
6217,201121,LIMOUSIN,0,152694,159995,203959,127575,96849,741072,1,1,1
6218,201121,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6219,201121,MIDI-PYRENEES,0,661129,703117,792502,441317,305355,2903420,1,1,1
6220,201121,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6221,201121,PAYS-DE-LA-LOIRE,0,918142,879018,954546,513503,335904,3601113,1,1,1
6222,201121,PICARDIE,0,499506,481778,526267,259503,151101,1918155,2,2,2
6223,201121,POITOU-CHARENTES,0,398192,395154,487005,294917,202505,1777773,1,1,1
6224,201121,PROVENCE-ALPES-COTE-D-AZUR,1,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6225,201121,ILE-DE-FRANCE,5,3071017,3493039,3131223,1383699,773873,11852851,1,1,1
6226,201121,RHONE-ALPES,4,1593489,1620992,1670893,870502,527665,6283541,1,1,1
6227,201120,ALSACE,0,448112,479905,526481,250849,146978,1852325,1,1,1
6228,201120,AQUITAINE,0,732120,765143,896030,516065,344875,3254233,1,1,1
6229,201120,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,2,2,2
6230,201120,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6231,201120,BOURGOGNE,18,372023,369737,450664,269109,181201,1642734,2,2,1
6232,201120,BRETAGNE,10,780408,757104,866181,492894,321180,3217767,1,1,1
6233,201120,CENTRE,35,614629,592449,695479,392862,261416,2556835,1,1,1
6234,201120,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,1,1,1
6235,201120,CORSE,0,65399,75182,88943,53312,31650,314486,2,0,0
6236,201120,FRANCHE-COMTE,0,290000,286318,316818,173479,106825,1173440,2,2,1
6237,201120,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,1,1,1
6238,201120,LANGUEDOC-ROUSSILLON,15,622980,619529,715033,435841,276663,2670046,1,1,1
6239,201120,LIMOUSIN,0,152694,159995,203959,127575,96849,741072,1,1,1
6240,201120,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6241,201120,MIDI-PYRENEES,4,661129,703117,792502,441317,305355,2903420,1,1,1
6242,201120,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6243,201120,PAYS-DE-LA-LOIRE,0,918142,879018,954546,513503,335904,3601113,1,1,1
6244,201120,PICARDIE,0,499506,481778,526267,259503,151101,1918155,2,2,2
6245,201120,POITOU-CHARENTES,2,398192,395154,487005,294917,202505,1777773,1,1,1
6246,201120,PROVENCE-ALPES-COTE-D-AZUR,6,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6247,201120,ILE-DE-FRANCE,1,3071017,3493039,3131223,1383699,773873,11852851,1,1,1
6248,201120,RHONE-ALPES,14,1593489,1620992,1670893,870502,527665,6283541,1,1,1
6249,201119,ALSACE,0,448112,479905,526481,250849,146978,1852325,1,1,1
6250,201119,AQUITAINE,0,732120,765143,896030,516065,344875,3254233,1,1,1
6251,201119,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,2,2,2
6252,201119,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6253,201119,BOURGOGNE,48,372023,369737,450664,269109,181201,1642734,2,2,1
6254,201119,BRETAGNE,12,780408,757104,866181,492894,321180,3217767,1,1,1
6255,201119,CENTRE,0,614629,592449,695479,392862,261416,2556835,1,1,1
6256,201119,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,1,1,1
6257,201119,CORSE,0,65399,75182,88943,53312,31650,314486,2,0,0
6258,201119,FRANCHE-COMTE,11,290000,286318,316818,173479,106825,1173440,2,2,1
6259,201119,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,1,1,1
6260,201119,LANGUEDOC-ROUSSILLON,16,622980,619529,715033,435841,276663,2670046,1,1,1
6261,201119,LIMOUSIN,0,152694,159995,203959,127575,96849,741072,1,1,1
6262,201119,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6263,201119,MIDI-PYRENEES,5,661129,703117,792502,441317,305355,2903420,1,1,1
6264,201119,NORD-PAS-DE-CALAIS,4,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6265,201119,PAYS-DE-LA-LOIRE,0,918142,879018,954546,513503,335904,3601113,1,1,1
6266,201119,PICARDIE,6,499506,481778,526267,259503,151101,1918155,2,2,2
6267,201119,POITOU-CHARENTES,7,398192,395154,487005,294917,202505,1777773,1,1,1
6268,201119,PROVENCE-ALPES-COTE-D-AZUR,10,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6269,201119,ILE-DE-FRANCE,4,3071017,3493039,3131223,1383699,773873,11852851,1,1,1
6270,201119,RHONE-ALPES,1,1593489,1620992,1670893,870502,527665,6283541,1,1,1
6271,201118,ALSACE,0,448112,479905,526481,250849,146978,1852325,1,1,1
6272,201118,AQUITAINE,0,732120,765143,896030,516065,344875,3254233,1,1,1
6273,201118,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,2,2,2
6274,201118,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6275,201118,BOURGOGNE,6,372023,369737,450664,269109,181201,1642734,2,2,1
6276,201118,BRETAGNE,7,780408,757104,866181,492894,321180,3217767,1,1,1
6277,201118,CENTRE,0,614629,592449,695479,392862,261416,2556835,1,1,1
6278,201118,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,1,1,1
6279,201118,CORSE,0,65399,75182,88943,53312,31650,314486,2,0,0
6280,201118,FRANCHE-COMTE,12,290000,286318,316818,173479,106825,1173440,2,2,1
6281,201118,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,1,1,1
6282,201118,LANGUEDOC-ROUSSILLON,22,622980,619529,715033,435841,276663,2670046,1,1,1
6283,201118,LIMOUSIN,0,152694,159995,203959,127575,96849,741072,1,1,1
6284,201118,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6285,201118,MIDI-PYRENEES,2,661129,703117,792502,441317,305355,2903420,1,1,1
6286,201118,NORD-PAS-DE-CALAIS,26,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6287,201118,PAYS-DE-LA-LOIRE,14,918142,879018,954546,513503,335904,3601113,1,1,1
6288,201118,PICARDIE,6,499506,481778,526267,259503,151101,1918155,2,2,2
6289,201118,POITOU-CHARENTES,28,398192,395154,487005,294917,202505,1777773,1,1,1
6290,201118,PROVENCE-ALPES-COTE-D-AZUR,10,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6291,201118,ILE-DE-FRANCE,3,3071017,3493039,3131223,1383699,773873,11852851,1,1,1
6292,201118,RHONE-ALPES,0,1593489,1620992,1670893,870502,527665,6283541,1,1,1
6293,201117,ALSACE,0,448112,479905,526481,250849,146978,1852325,2,2,1
6294,201117,AQUITAINE,2,732120,765143,896030,516065,344875,3254233,2,1,1
6295,201117,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,1,1,1
6296,201117,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6297,201117,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,1,1,1
6298,201117,BRETAGNE,7,780408,757104,866181,492894,321180,3217767,2,2,1
6299,201117,CENTRE,0,614629,592449,695479,392862,261416,2556835,2,1,1
6300,201117,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,2,2,1
6301,201117,CORSE,0,65399,75182,88943,53312,31650,314486,5,0,0
6302,201117,FRANCHE-COMTE,0,290000,286318,316818,173479,106825,1173440,1,1,1
6303,201117,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,2,2,2
6304,201117,LANGUEDOC-ROUSSILLON,9,622980,619529,715033,435841,276663,2670046,1,1,1
6305,201117,LIMOUSIN,0,152694,159995,203959,127575,96849,741072,2,2,2
6306,201117,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6307,201117,MIDI-PYRENEES,3,661129,703117,792502,441317,305355,2903420,1,1,1
6308,201117,NORD-PAS-DE-CALAIS,5,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6309,201117,PAYS-DE-LA-LOIRE,4,918142,879018,954546,513503,335904,3601113,2,2,1
6310,201117,PICARDIE,0,499506,481778,526267,259503,151101,1918155,2,2,2
6311,201117,POITOU-CHARENTES,11,398192,395154,487005,294917,202505,1777773,2,2,1
6312,201117,PROVENCE-ALPES-COTE-D-AZUR,13,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6313,201117,ILE-DE-FRANCE,3,3071017,3493039,3131223,1383699,773873,11852851,2,2,1
6314,201117,RHONE-ALPES,0,1593489,1620992,1670893,870502,527665,6283541,2,2,2
6315,201116,ALSACE,0,448112,479905,526481,250849,146978,1852325,2,2,1
6316,201116,AQUITAINE,11,732120,765143,896030,516065,344875,3254233,2,1,1
6317,201116,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,1,1,1
6318,201116,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6319,201116,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,1,1,1
6320,201116,BRETAGNE,15,780408,757104,866181,492894,321180,3217767,2,2,1
6321,201116,CENTRE,0,614629,592449,695479,392862,261416,2556835,2,1,1
6322,201116,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,2,2,1
6323,201116,CORSE,0,65399,75182,88943,53312,31650,314486,5,0,0
6324,201116,FRANCHE-COMTE,0,290000,286318,316818,173479,106825,1173440,1,1,1
6325,201116,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,2,2,2
6326,201116,LANGUEDOC-ROUSSILLON,0,622980,619529,715033,435841,276663,2670046,1,1,1
6327,201116,LIMOUSIN,33,152694,159995,203959,127575,96849,741072,2,2,2
6328,201116,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6329,201116,MIDI-PYRENEES,19,661129,703117,792502,441317,305355,2903420,1,1,1
6330,201116,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6331,201116,PAYS-DE-LA-LOIRE,0,918142,879018,954546,513503,335904,3601113,2,2,1
6332,201116,PICARDIE,0,499506,481778,526267,259503,151101,1918155,2,2,2
6333,201116,POITOU-CHARENTES,0,398192,395154,487005,294917,202505,1777773,2,2,1
6334,201116,PROVENCE-ALPES-COTE-D-AZUR,0,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6335,201116,ILE-DE-FRANCE,7,3071017,3493039,3131223,1383699,773873,11852851,2,2,1
6336,201116,RHONE-ALPES,5,1593489,1620992,1670893,870502,527665,6283541,2,2,2
6337,201115,ALSACE,0,448112,479905,526481,250849,146978,1852325,2,2,1
6338,201115,AQUITAINE,35,732120,765143,896030,516065,344875,3254233,2,1,1
6339,201115,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,1,1,1
6340,201115,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6341,201115,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,1,1,1
6342,201115,BRETAGNE,21,780408,757104,866181,492894,321180,3217767,2,2,1
6343,201115,CENTRE,0,614629,592449,695479,392862,261416,2556835,2,1,1
6344,201115,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,2,2,1
6345,201115,CORSE,0,65399,75182,88943,53312,31650,314486,5,0,0
6346,201115,FRANCHE-COMTE,8,290000,286318,316818,173479,106825,1173440,1,1,1
6347,201115,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,2,2,2
6348,201115,LANGUEDOC-ROUSSILLON,0,622980,619529,715033,435841,276663,2670046,1,1,1
6349,201115,LIMOUSIN,100,152694,159995,203959,127575,96849,741072,2,2,2
6350,201115,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6351,201115,MIDI-PYRENEES,0,661129,703117,792502,441317,305355,2903420,1,1,1
6352,201115,NORD-PAS-DE-CALAIS,11,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6353,201115,PAYS-DE-LA-LOIRE,7,918142,879018,954546,513503,335904,3601113,2,2,1
6354,201115,PICARDIE,0,499506,481778,526267,259503,151101,1918155,2,2,2
6355,201115,POITOU-CHARENTES,56,398192,395154,487005,294917,202505,1777773,2,2,1
6356,201115,PROVENCE-ALPES-COTE-D-AZUR,3,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6357,201115,ILE-DE-FRANCE,6,3071017,3493039,3131223,1383699,773873,11852851,2,2,1
6358,201115,RHONE-ALPES,6,1593489,1620992,1670893,870502,527665,6283541,2,2,2
6359,201114,ALSACE,0,448112,479905,526481,250849,146978,1852325,2,2,1
6360,201114,AQUITAINE,2,732120,765143,896030,516065,344875,3254233,2,1,1
6361,201114,AUVERGNE,0,294709,305778,375485,223830,150880,1350682,1,1,1
6362,201114,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,1,1,1
6363,201114,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,1,1,1
6364,201114,BRETAGNE,29,780408,757104,866181,492894,321180,3217767,2,2,1
6365,201114,CENTRE,4,614629,592449,695479,392862,261416,2556835,2,1,1
6366,201114,CHAMPAGNE-ARDENNE,20,324898,328037,365168,196057,121893,1336053,2,2,1
6367,201114,CORSE,0,65399,75182,88943,53312,31650,314486,5,0,0
6368,201114,FRANCHE-COMTE,6,290000,286318,316818,173479,106825,1173440,1,1,1
6369,201114,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,2,2,2
6370,201114,LANGUEDOC-ROUSSILLON,24,622980,619529,715033,435841,276663,2670046,1,1,1
6371,201114,LIMOUSIN,60,152694,159995,203959,127575,96849,741072,2,2,2
6372,201114,LORRAINE,0,555561,594060,658097,336827,206112,2350657,1,1,1
6373,201114,MIDI-PYRENEES,0,661129,703117,792502,441317,305355,2903420,1,1,1
6374,201114,NORD-PAS-DE-CALAIS,38,1085537,1074019,1062213,513245,307001,4042015,1,1,1
6375,201114,PAYS-DE-LA-LOIRE,1,918142,879018,954546,513503,335904,3601113,2,2,1
6376,201114,PICARDIE,6,499506,481778,526267,259503,151101,1918155,2,2,2
6377,201114,POITOU-CHARENTES,22,398192,395154,487005,294917,202505,1777773,2,2,1
6378,201114,PROVENCE-ALPES-COTE-D-AZUR,3,1135570,1156231,1323397,791794,509077,4916069,2,1,1
6379,201114,ILE-DE-FRANCE,4,3071017,3493039,3131223,1383699,773873,11852851,2,2,1
6380,201114,RHONE-ALPES,24,1593489,1620992,1670893,870502,527665,6283541,2,2,2
6381,201113,ALSACE,0,448112,479905,526481,250849,146978,1852325,2,2,2
6382,201113,AQUITAINE,28,732120,765143,896030,516065,344875,3254233,2,2,1
6383,201113,AUVERGNE,11,294709,305778,375485,223830,150880,1350682,2,2,1
6384,201113,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,2,2,1
6385,201113,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,2,2,2
6386,201113,BRETAGNE,17,780408,757104,866181,492894,321180,3217767,2,1,1
6387,201113,CENTRE,24,614629,592449,695479,392862,261416,2556835,2,2,2
6388,201113,CHAMPAGNE-ARDENNE,0,324898,328037,365168,196057,121893,1336053,1,1,1
6389,201113,CORSE,0,65399,75182,88943,53312,31650,314486,5,0,0
6390,201113,FRANCHE-COMTE,10,290000,286318,316818,173479,106825,1173440,2,2,1
6391,201113,HAUTE-NORMANDIE,12,469779,459077,499888,255855,154794,1839393,2,2,2
6392,201113,LANGUEDOC-ROUSSILLON,11,622980,619529,715033,435841,276663,2670046,2,2,1
6393,201113,LIMOUSIN,4,152694,159995,203959,127575,96849,741072,2,2,2
6394,201113,LORRAINE,3,555561,594060,658097,336827,206112,2350657,2,2,2
6395,201113,MIDI-PYRENEES,0,661129,703117,792502,441317,305355,2903420,2,2,2
6396,201113,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,2,2,1
6397,201113,PAYS-DE-LA-LOIRE,4,918142,879018,954546,513503,335904,3601113,2,2,2
6398,201113,PICARDIE,5,499506,481778,526267,259503,151101,1918155,2,2,1
6399,201113,POITOU-CHARENTES,1,398192,395154,487005,294917,202505,1777773,2,1,1
6400,201113,PROVENCE-ALPES-COTE-D-AZUR,3,1135570,1156231,1323397,791794,509077,4916069,2,2,2
6401,201113,ILE-DE-FRANCE,16,3071017,3493039,3131223,1383699,773873,11852851,2,2,2
6402,201113,RHONE-ALPES,40,1593489,1620992,1670893,870502,527665,6283541,2,2,2
6403,201112,ALSACE,0,448112,479905,526481,250849,146978,1852325,2,2,2
6404,201112,AQUITAINE,76,732120,765143,896030,516065,344875,3254233,2,2,1
6405,201112,AUVERGNE,20,294709,305778,375485,223830,150880,1350682,2,2,1
6406,201112,BASSE-NORMANDIE,8,354514,336201,401766,228888,154315,1475684,2,2,1
6407,201112,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,2,2,2
6408,201112,BRETAGNE,19,780408,757104,866181,492894,321180,3217767,2,1,1
6409,201112,CENTRE,10,614629,592449,695479,392862,261416,2556835,2,2,2
6410,201112,CHAMPAGNE-ARDENNE,5,324898,328037,365168,196057,121893,1336053,1,1,1
6411,201112,CORSE,0,65399,75182,88943,53312,31650,314486,5,0,0
6412,201112,FRANCHE-COMTE,44,290000,286318,316818,173479,106825,1173440,2,2,1
6413,201112,HAUTE-NORMANDIE,0,469779,459077,499888,255855,154794,1839393,2,2,2
6414,201112,LANGUEDOC-ROUSSILLON,64,622980,619529,715033,435841,276663,2670046,2,2,1
6415,201112,LIMOUSIN,89,152694,159995,203959,127575,96849,741072,2,2,2
6416,201112,LORRAINE,13,555561,594060,658097,336827,206112,2350657,2,2,2
6417,201112,MIDI-PYRENEES,6,661129,703117,792502,441317,305355,2903420,2,2,2
6418,201112,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,2,2,1
6419,201112,PAYS-DE-LA-LOIRE,13,918142,879018,954546,513503,335904,3601113,2,2,2
6420,201112,PICARDIE,0,499506,481778,526267,259503,151101,1918155,2,2,1
6421,201112,POITOU-CHARENTES,8,398192,395154,487005,294917,202505,1777773,2,1,1
6422,201112,PROVENCE-ALPES-COTE-D-AZUR,0,1135570,1156231,1323397,791794,509077,4916069,2,2,2
6423,201112,ILE-DE-FRANCE,12,3071017,3493039,3131223,1383699,773873,11852851,2,2,2
6424,201112,RHONE-ALPES,14,1593489,1620992,1670893,870502,527665,6283541,2,2,2
6425,201111,ALSACE,18,448112,479905,526481,250849,146978,1852325,2,2,2
6426,201111,AQUITAINE,9,732120,765143,896030,516065,344875,3254233,2,2,1
6427,201111,AUVERGNE,39,294709,305778,375485,223830,150880,1350682,2,2,1
6428,201111,BASSE-NORMANDIE,0,354514,336201,401766,228888,154315,1475684,2,2,1
6429,201111,BOURGOGNE,0,372023,369737,450664,269109,181201,1642734,2,2,2
6430,201111,BRETAGNE,15,780408,757104,866181,492894,321180,3217767,2,1,1
6431,201111,CENTRE,15,614629,592449,695479,392862,261416,2556835,2,2,2
6432,201111,CHAMPAGNE-ARDENNE,35,324898,328037,365168,196057,121893,1336053,1,1,1
6433,201111,CORSE,5,65399,75182,88943,53312,31650,314486,5,0,0
6434,201111,FRANCHE-COMTE,10,290000,286318,316818,173479,106825,1173440,2,2,1
6435,201111,HAUTE-NORMANDIE,9,469779,459077,499888,255855,154794,1839393,2,2,2
6436,201111,LANGUEDOC-ROUSSILLON,71,622980,619529,715033,435841,276663,2670046,2,2,1
6437,201111,LIMOUSIN,93,152694,159995,203959,127575,96849,741072,2,2,2
6438,201111,LORRAINE,18,555561,594060,658097,336827,206112,2350657,2,2,2
6439,201111,MIDI-PYRENEES,1,661129,703117,792502,441317,305355,2903420,2,2,2
6440,201111,NORD-PAS-DE-CALAIS,0,1085537,1074019,1062213,513245,307001,4042015,2,2,1
6441,201111,PAYS-DE-LA-LOIRE,6,918142,879018,954546,513503,335904,3601113,2,2,2
6442,201111,PICARDIE,17,499506,481778,526267,259503,151101,1918155,2,2,1
6443,201111,POITOU-CHARENTES,9,398192,395154,487005,294917,202505,1777773,2,1,1
6444,201111,PROVENCE-ALPES-COTE-D-AZUR,26,1135570,1156231,1323397,791794,509077,4916069,2,2,2
6445,201111,ILE-DE-FRANCE,13,3071017,3493039,3131223,1383699,773873,11852851,2,2,2
6446,201111,RHONE-ALPES,66,1593489,1620992,1670893,870502,527665,6283541,2,2,2
6447,201110,ALSACE,25,448112,479905,526481,250849,146978,1852325,2,2,2
6448,201110,AQUITAINE,38,732120,765143,896030,516065,344875,3254233,2,2,1
6449,201110,AUVERGNE,73,294709,305778,375485,223830,150880,1350682,2,2,1
