Id,week,region_code,region_name,TauxGrippe,year,week_num,date,month,t,pmer,ff,rr24,u
7675,201007,54,POITOU-CHARENTES,0,2010,7,2010-02-15,2,278.0527027027027,100623.85135135135,5.768918918918919,92.4,80.240990990991
7676,201007,93,PROVENCE-ALPES-COTE-D-AZUR,8,2010,7,2010-02-15,2,278.9252808988764,100545.31531531531,5.316610549943884,346.0,69.67977528089888
7677,201007,11,ILE-DE-FRANCE,23,2010,7,2010-02-15,2,276.87410714285716,100486.51785714286,4.328571428571428,50.0,82.72767857142857
7678,201007,82,RHONE-ALPES,100,2010,7,2010-02-15,2,277.5039149888143,100722.0581655481,3.9024663677130045,179.8,75.74496644295301
7679,201006,42,ALSACE,0,2010,6,2010-02-08,2,275.4582589285714,100677.52232142857,3.1125000000000003,94.0,82.80803571428571
7680,201006,72,AQUITAINE,0,2010,6,2010-02-08,2,278.7896860986547,100726.54708520179,3.413004484304933,102.4,76.2914798206278
7681,201006,83,AUVERGNE,61,2010,6,2010-02-08,2,274.984451901566,100676.7264573991,3.8187919463087248,75.0,75.12527964205816
7682,201006,25,BASSE-NORMANDIE,31,2010,6,2010-02-08,2,277.9690332326284,100417.63523956723,5.728875379939209,182.4,83.13373860182371
7683,201006,26,BOURGOGNE,16,2010,6,2010-02-08,2,275.99776785714283,100685.17857142857,4.111160714285714,61.2,83.19196428571429
7684,201006,53,BRETAGNE,54,2010,6,2010-02-08,2,278.9419683257919,100426.90045248868,5.675565610859728,228.2,81.15950226244344
7685,201006,24,CENTRE,13,2010,6,2010-02-08,2,276.95782997762865,100588.94854586129,4.243847874720358,110.8,80.41163310961969
7686,201006,21,CHAMPAGNE-ARDENNE,30,2010,6,2010-02-08,2,276.47053571428575,100494.0625,4.690625,40.2,80.58928571428571
7687,201006,94,CORSE,6,2010,6,2010-02-08,2,282.3667410714286,100567.00223713646,3.1886160714285716,179.8,74.85491071428571
7688,201006,43,FRANCHE-COMTE,20,2010,6,2010-02-08,2,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7689,201006,23,HAUTE-NORMANDIE,48,2010,6,2010-02-08,2,276.3620535714286,100412.09821428571,4.886607142857143,112.4,88.95535714285714
7690,201006,91,LANGUEDOC-ROUSSILLON,20,2010,6,2010-02-08,2,280.07527964205815,100685.90604026846,4.818568232662193,195.8,70.14988814317674
7691,201006,74,LIMOUSIN,77,2010,6,2010-02-08,2,275.86160714285717,100687.1875,4.032142857142857,95.0,84.22321428571429
7692,201006,41,LORRAINE,10,2010,6,2010-02-08,2,275.25867579908675,100602.05479452055,4.594977168949772,65.2,83.45205479452055
7693,201006,73,MIDI-PYRENEES,14,2010,6,2010-02-08,2,277.2419571045576,100755.59428060768,3.4771019677996424,248.6,75.53351206434316
7694,201006,31,NORD-PAS-DE-CALAIS,147,2010,6,2010-02-08,2,275.7700892857143,100357.76785714286,4.7647321428571425,51.8,86.53125
7695,201006,52,PAYS-DE-LA-LOIRE,19,2010,6,2010-02-08,2,278.05401785714287,100517.5,4.053125,72.8,80.24553571428571
7696,201006,22,PICARDIE,38,2010,6,2010-02-08,2,276.3705357142857,100377.14285714286,4.7250000000000005,68.6,87.07142857142857
7697,201006,54,POITOU-CHARENTES,66,2010,6,2010-02-08,2,278.0527027027027,100623.85135135135,5.768918918918919,92.4,80.240990990991
7698,201006,93,PROVENCE-ALPES-COTE-D-AZUR,33,2010,6,2010-02-08,2,278.9252808988764,100545.31531531531,5.316610549943884,346.0,69.67977528089888
7699,201006,11,ILE-DE-FRANCE,15,2010,6,2010-02-08,2,276.87410714285716,100486.51785714286,4.328571428571428,50.0,82.72767857142857
7700,201006,82,RHONE-ALPES,79,2010,6,2010-02-08,2,277.5039149888143,100722.0581655481,3.9024663677130045,179.8,75.74496644295301
7701,201005,42,ALSACE,36,2010,5,2010-02-01,2,275.4582589285714,100677.52232142857,3.1125000000000003,94.0,82.80803571428571
7702,201005,72,AQUITAINE,7,2010,5,2010-02-01,2,278.7896860986547,100726.54708520179,3.413004484304933,102.4,76.2914798206278
7703,201005,83,AUVERGNE,52,2010,5,2010-02-01,2,274.984451901566,100676.7264573991,3.8187919463087248,75.0,75.12527964205816
7704,201005,25,BASSE-NORMANDIE,31,2010,5,2010-02-01,2,277.9690332326284,100417.63523956723,5.728875379939209,182.4,83.13373860182371
7705,201005,26,BOURGOGNE,16,2010,5,2010-02-01,2,275.99776785714283,100685.17857142857,4.111160714285714,61.2,83.19196428571429
7706,201005,53,BRETAGNE,102,2010,5,2010-02-01,2,278.9419683257919,100426.90045248868,5.675565610859728,228.2,81.15950226244344
7707,201005,24,CENTRE,16,2010,5,2010-02-01,2,276.95782997762865,100588.94854586129,4.243847874720358,110.8,80.41163310961969
7708,201005,21,CHAMPAGNE-ARDENNE,106,2010,5,2010-02-01,2,276.47053571428575,100494.0625,4.690625,40.2,80.58928571428571
7709,201005,94,CORSE,3,2010,5,2010-02-01,2,282.3667410714286,100567.00223713646,3.1886160714285716,179.8,74.85491071428571
7710,201005,43,FRANCHE-COMTE,50,2010,5,2010-02-01,2,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7711,201005,23,HAUTE-NORMANDIE,36,2010,5,2010-02-01,2,276.3620535714286,100412.09821428571,4.886607142857143,112.4,88.95535714285714
7712,201005,91,LANGUEDOC-ROUSSILLON,62,2010,5,2010-02-01,2,280.07527964205815,100685.90604026846,4.818568232662193,195.8,70.14988814317674
7713,201005,74,LIMOUSIN,17,2010,5,2010-02-01,2,275.86160714285717,100687.1875,4.032142857142857,95.0,84.22321428571429
7714,201005,41,LORRAINE,8,2010,5,2010-02-01,2,275.25867579908675,100602.05479452055,4.594977168949772,65.2,83.45205479452055
7715,201005,73,MIDI-PYRENEES,32,2010,5,2010-02-01,2,277.2419571045576,100755.59428060768,3.4771019677996424,248.6,75.53351206434316
7716,201005,31,NORD-PAS-DE-CALAIS,0,2010,5,2010-02-01,2,275.7700892857143,100357.76785714286,4.7647321428571425,51.8,86.53125
7717,201005,52,PAYS-DE-LA-LOIRE,0,2010,5,2010-02-01,2,278.05401785714287,100517.5,4.053125,72.8,80.24553571428571
7718,201005,22,PICARDIE,32,2010,5,2010-02-01,2,276.3705357142857,100377.14285714286,4.7250000000000005,68.6,87.07142857142857
7719,201005,54,POITOU-CHARENTES,6,2010,5,2010-02-01,2,278.0527027027027,100623.85135135135,5.768918918918919,92.4,80.240990990991
7720,201005,93,PROVENCE-ALPES-COTE-D-AZUR,54,2010,5,2010-02-01,2,278.9252808988764,100545.31531531531,5.316610549943884,346.0,69.67977528089888
7721,201005,11,ILE-DE-FRANCE,25,2010,5,2010-02-01,2,276.87410714285716,100486.51785714286,4.328571428571428,50.0,82.72767857142857
7722,201005,82,RHONE-ALPES,43,2010,5,2010-02-01,2,277.5039149888143,100722.0581655481,3.9024663677130045,179.8,75.74496644295301
7723,201004,42,ALSACE,104,2010,4,2010-01-25,1,272.3635080645161,101573.50806451614,2.702020202020202,66.8,89.32661290322581
7724,201004,72,AQUITAINE,12,2010,4,2010-01-25,1,276.9591463414634,101528.5162601626,2.890853658536585,177.0,84.40650406504065
7725,201004,83,AUVERGNE,38,2010,4,2010-01-25,1,272.4163306451613,101534.6370967742,2.1550403225806454,44.8,82.43145161290323
7726,201004,25,BASSE-NORMANDIE,49,2010,4,2010-01-25,1,275.68333333333334,101549.45355191256,4.5885558583106265,161.8,87.16076294277929
7727,201004,26,BOURGOGNE,42,2010,4,2010-01-25,1,272.6693548387097,101577.21774193548,2.7814516129032256,32.8,90.16532258064517
7728,201004,53,BRETAGNE,82,2010,4,2010-01-25,1,277.45736629667005,101532.84561049445,4.835519677093845,139.4,82.76387487386478
7729,201004,24,CENTRE,6,2010,4,2010-01-25,1,274.1550505050505,101559.63636363637,3.186666666666667,73.4,87.23434343434343
7730,201004,21,CHAMPAGNE-ARDENNE,87,2010,4,2010-01-25,1,273.23218623481785,101488.34008097165,3.062348178137652,35.199999999999996,86.57085020242916
7731,201004,94,CORSE,144,2010,4,2010-01-25,1,281.33868686868686,101076.34343434343,2.896969696969697,309.4,78.42020202020203
7732,201004,43,FRANCHE-COMTE,64,2010,4,2010-01-25,1,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7733,201004,23,HAUTE-NORMANDIE,11,2010,4,2010-01-25,1,273.57500000000005,101550.68548387097,3.606048387096774,56.0,92.87903225806451
7734,201004,91,LANGUEDOC-ROUSSILLON,50,2010,4,2010-01-25,1,278.710404040404,101357.43434343435,4.705656565656566,152.6,70.81818181818181
7735,201004,74,LIMOUSIN,41,2010,4,2010-01-25,1,273.6803643724696,101546.96356275304,3.2408906882591095,85.4,89.15384615384616
7736,201004,41,LORRAINE,9,2010,4,2010-01-25,1,271.7151821862348,101559.83805668016,2.8619433198380566,39.2,91.06477732793522
7737,201004,73,MIDI-PYRENEES,106,2010,4,2010-01-25,1,275.7457258064516,101519.65322580645,2.9678513731825524,445.4,83.25241935483871
7738,201004,31,NORD-PAS-DE-CALAIS,104,2010,4,2010-01-25,1,273.34717741935486,101516.00806451614,3.5380566801619433,39.0,89.1008064516129
7739,201004,52,PAYS-DE-LA-LOIRE,9,2010,4,2010-01-25,1,275.820564516129,101534.6370967742,3.0544354838709675,56.4,84.45161290322581
7740,201004,22,PICARDIE,46,2010,4,2010-01-25,1,273.6781632653061,101525.71428571429,4.168163265306123,44.0,90.05714285714286
7741,201004,54,POITOU-CHARENTES,42,2010,4,2010-01-25,1,275.96673387096774,101553.00403225806,4.489717741935484,148.2,84.09274193548387
7742,201004,93,PROVENCE-ALPES-COTE-D-AZUR,53,2010,4,2010-01-25,1,277.3406313645621,101140.94339622642,4.71539245667686,327.8,71.7765306122449
7743,201004,11,ILE-DE-FRANCE,37,2010,4,2010-01-25,1,273.77701612903223,101556.57258064517,3.2189516129032256,35.6,86.81451612903226
7744,201004,82,RHONE-ALPES,63,2010,4,2010-01-25,1,274.5808943089431,101490.73170731707,3.5420731707317072,111.6,82.73170731707317
7745,201003,42,ALSACE,43,2010,3,2010-01-18,1,272.3635080645161,101573.50806451614,2.702020202020202,66.8,89.32661290322581
7746,201003,72,AQUITAINE,14,2010,3,2010-01-18,1,276.9591463414634,101528.5162601626,2.890853658536585,177.0,84.40650406504065
7747,201003,83,AUVERGNE,38,2010,3,2010-01-18,1,272.4163306451613,101534.6370967742,2.1550403225806454,44.8,82.43145161290323
7748,201003,25,BASSE-NORMANDIE,44,2010,3,2010-01-18,1,275.68333333333334,101549.45355191256,4.5885558583106265,161.8,87.16076294277929
7749,201003,26,BOURGOGNE,50,2010,3,2010-01-18,1,272.6693548387097,101577.21774193548,2.7814516129032256,32.8,90.16532258064517
7750,201003,53,BRETAGNE,130,2010,3,2010-01-18,1,277.45736629667005,101532.84561049445,4.835519677093845,139.4,82.76387487386478
7751,201003,24,CENTRE,71,2010,3,2010-01-18,1,274.1550505050505,101559.63636363637,3.186666666666667,73.4,87.23434343434343
7752,201003,21,CHAMPAGNE-ARDENNE,47,2010,3,2010-01-18,1,273.23218623481785,101488.34008097165,3.062348178137652,35.199999999999996,86.57085020242916
7753,201003,94,CORSE,78,2010,3,2010-01-18,1,281.33868686868686,101076.34343434343,2.896969696969697,309.4,78.42020202020203
7754,201003,43,FRANCHE-COMTE,79,2010,3,2010-01-18,1,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7755,201003,23,HAUTE-NORMANDIE,35,2010,3,2010-01-18,1,273.57500000000005,101550.68548387097,3.606048387096774,56.0,92.87903225806451
7756,201003,91,LANGUEDOC-ROUSSILLON,51,2010,3,2010-01-18,1,278.710404040404,101357.43434343435,4.705656565656566,152.6,70.81818181818181
7757,201003,74,LIMOUSIN,121,2010,3,2010-01-18,1,273.6803643724696,101546.96356275304,3.2408906882591095,85.4,89.15384615384616
7758,201003,41,LORRAINE,6,2010,3,2010-01-18,1,271.7151821862348,101559.83805668016,2.8619433198380566,39.2,91.06477732793522
7759,201003,73,MIDI-PYRENEES,38,2010,3,2010-01-18,1,275.7457258064516,101519.65322580645,2.9678513731825524,445.4,83.25241935483871
7760,201003,31,NORD-PAS-DE-CALAIS,37,2010,3,2010-01-18,1,273.34717741935486,101516.00806451614,3.5380566801619433,39.0,89.1008064516129
7761,201003,52,PAYS-DE-LA-LOIRE,56,2010,3,2010-01-18,1,275.820564516129,101534.6370967742,3.0544354838709675,56.4,84.45161290322581
7762,201003,22,PICARDIE,46,2010,3,2010-01-18,1,273.6781632653061,101525.71428571429,4.168163265306123,44.0,90.05714285714286
7763,201003,54,POITOU-CHARENTES,55,2010,3,2010-01-18,1,275.96673387096774,101553.00403225806,4.489717741935484,148.2,84.09274193548387
7764,201003,93,PROVENCE-ALPES-COTE-D-AZUR,55,2010,3,2010-01-18,1,277.3406313645621,101140.94339622642,4.71539245667686,327.8,71.7765306122449
7765,201003,11,ILE-DE-FRANCE,41,2010,3,2010-01-18,1,273.77701612903223,101556.57258064517,3.2189516129032256,35.6,86.81451612903226
7766,201003,82,RHONE-ALPES,52,2010,3,2010-01-18,1,274.5808943089431,101490.73170731707,3.5420731707317072,111.6,82.73170731707317
7767,201002,42,ALSACE,89,2010,2,2010-01-11,1,272.3635080645161,101573.50806451614,2.702020202020202,66.8,89.32661290322581
7768,201002,72,AQUITAINE,41,2010,2,2010-01-11,1,276.9591463414634,101528.5162601626,2.890853658536585,177.0,84.40650406504065
7769,201002,83,AUVERGNE,70,2010,2,2010-01-11,1,272.4163306451613,101534.6370967742,2.1550403225806454,44.8,82.43145161290323
7770,201002,25,BASSE-NORMANDIE,254,2010,2,2010-01-11,1,275.68333333333334,101549.45355191256,4.5885558583106265,161.8,87.16076294277929
7771,201002,26,BOURGOGNE,18,2010,2,2010-01-11,1,272.6693548387097,101577.21774193548,2.7814516129032256,32.8,90.16532258064517
7772,201002,53,BRETAGNE,107,2010,2,2010-01-11,1,277.45736629667005,101532.84561049445,4.835519677093845,139.4,82.76387487386478
7773,201002,24,CENTRE,74,2010,2,2010-01-11,1,274.1550505050505,101559.63636363637,3.186666666666667,73.4,87.23434343434343
7774,201002,21,CHAMPAGNE-ARDENNE,39,2010,2,2010-01-11,1,273.23218623481785,101488.34008097165,3.062348178137652,35.199999999999996,86.57085020242916
7775,201002,94,CORSE,73,2010,2,2010-01-11,1,281.33868686868686,101076.34343434343,2.896969696969697,309.4,78.42020202020203
7776,201002,43,FRANCHE-COMTE,55,2010,2,2010-01-11,1,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7777,201002,23,HAUTE-NORMANDIE,75,2010,2,2010-01-11,1,273.57500000000005,101550.68548387097,3.606048387096774,56.0,92.87903225806451
7778,201002,91,LANGUEDOC-ROUSSILLON,101,2010,2,2010-01-11,1,278.710404040404,101357.43434343435,4.705656565656566,152.6,70.81818181818181
7779,201002,74,LIMOUSIN,39,2010,2,2010-01-11,1,273.6803643724696,101546.96356275304,3.2408906882591095,85.4,89.15384615384616
7780,201002,41,LORRAINE,22,2010,2,2010-01-11,1,271.7151821862348,101559.83805668016,2.8619433198380566,39.2,91.06477732793522
7781,201002,73,MIDI-PYRENEES,41,2010,2,2010-01-11,1,275.7457258064516,101519.65322580645,2.9678513731825524,445.4,83.25241935483871
7782,201002,31,NORD-PAS-DE-CALAIS,94,2010,2,2010-01-11,1,273.34717741935486,101516.00806451614,3.5380566801619433,39.0,89.1008064516129
7783,201002,52,PAYS-DE-LA-LOIRE,25,2010,2,2010-01-11,1,275.820564516129,101534.6370967742,3.0544354838709675,56.4,84.45161290322581
7784,201002,22,PICARDIE,87,2010,2,2010-01-11,1,273.6781632653061,101525.71428571429,4.168163265306123,44.0,90.05714285714286
7785,201002,54,POITOU-CHARENTES,0,2010,2,2010-01-11,1,275.96673387096774,101553.00403225806,4.489717741935484,148.2,84.09274193548387
7786,201002,93,PROVENCE-ALPES-COTE-D-AZUR,68,2010,2,2010-01-11,1,277.3406313645621,101140.94339622642,4.71539245667686,327.8,71.7765306122449
7787,201002,11,ILE-DE-FRANCE,78,2010,2,2010-01-11,1,273.77701612903223,101556.57258064517,3.2189516129032256,35.6,86.81451612903226
7788,201002,82,RHONE-ALPES,85,2010,2,2010-01-11,1,274.5808943089431,101490.73170731707,3.5420731707317072,111.6,82.73170731707317
7789,201001,42,ALSACE,180,2010,1,2010-01-04,1,272.3635080645161,101573.50806451614,2.702020202020202,66.8,89.32661290322581
7790,201001,72,AQUITAINE,61,2010,1,2010-01-04,1,276.9591463414634,101528.5162601626,2.890853658536585,177.0,84.40650406504065
7791,201001,83,AUVERGNE,84,2010,1,2010-01-04,1,272.4163306451613,101534.6370967742,2.1550403225806454,44.8,82.43145161290323
7792,201001,25,BASSE-NORMANDIE,96,2010,1,2010-01-04,1,275.68333333333334,101549.45355191256,4.5885558583106265,161.8,87.16076294277929
7793,201001,26,BOURGOGNE,31,2010,1,2010-01-04,1,272.6693548387097,101577.21774193548,2.7814516129032256,32.8,90.16532258064517
7794,201001,53,BRETAGNE,144,2010,1,2010-01-04,1,277.45736629667005,101532.84561049445,4.835519677093845,139.4,82.76387487386478
7795,201001,24,CENTRE,33,2010,1,2010-01-04,1,274.1550505050505,101559.63636363637,3.186666666666667,73.4,87.23434343434343
7796,201001,21,CHAMPAGNE-ARDENNE,142,2010,1,2010-01-04,1,273.23218623481785,101488.34008097165,3.062348178137652,35.199999999999996,86.57085020242916
7797,201001,94,CORSE,111,2010,1,2010-01-04,1,281.33868686868686,101076.34343434343,2.896969696969697,309.4,78.42020202020203
7798,201001,43,FRANCHE-COMTE,126,2010,1,2010-01-04,1,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7799,201001,23,HAUTE-NORMANDIE,119,2010,1,2010-01-04,1,273.57500000000005,101550.68548387097,3.606048387096774,56.0,92.87903225806451
7800,201001,91,LANGUEDOC-ROUSSILLON,125,2010,1,2010-01-04,1,278.710404040404,101357.43434343435,4.705656565656566,152.6,70.81818181818181
7801,201001,74,LIMOUSIN,226,2010,1,2010-01-04,1,273.6803643724696,101546.96356275304,3.2408906882591095,85.4,89.15384615384616
7802,201001,41,LORRAINE,53,2010,1,2010-01-04,1,271.7151821862348,101559.83805668016,2.8619433198380566,39.2,91.06477732793522
7803,201001,73,MIDI-PYRENEES,177,2010,1,2010-01-04,1,275.7457258064516,101519.65322580645,2.9678513731825524,445.4,83.25241935483871
7804,201001,31,NORD-PAS-DE-CALAIS,79,2010,1,2010-01-04,1,273.34717741935486,101516.00806451614,3.5380566801619433,39.0,89.1008064516129
7805,201001,52,PAYS-DE-LA-LOIRE,35,2010,1,2010-01-04,1,275.820564516129,101534.6370967742,3.0544354838709675,56.4,84.45161290322581
7806,201001,22,PICARDIE,58,2010,1,2010-01-04,1,273.6781632653061,101525.71428571429,4.168163265306123,44.0,90.05714285714286
7807,201001,54,POITOU-CHARENTES,244,2010,1,2010-01-04,1,275.96673387096774,101553.00403225806,4.489717741935484,148.2,84.09274193548387
7808,201001,93,PROVENCE-ALPES-COTE-D-AZUR,51,2010,1,2010-01-04,1,277.3406313645621,101140.94339622642,4.71539245667686,327.8,71.7765306122449
7809,201001,11,ILE-DE-FRANCE,87,2010,1,2010-01-04,1,273.77701612903223,101556.57258064517,3.2189516129032256,35.6,86.81451612903226
7810,201001,82,RHONE-ALPES,111,2010,1,2010-01-04,1,274.5808943089431,101490.73170731707,3.5420731707317072,111.6,82.73170731707317
7811,200953,42,ALSACE,103,2009,53,2009-12-28,12,275.669797979798,101012.32323232324,3.0296969696969698,204.4,85.54343434343434
7812,200953,72,AQUITAINE,119,2009,53,2009-12-28,12,279.86079429735236,101033.82892057026,2.8083673469387755,173.8,83.73319755600815
7813,200953,83,AUVERGNE,232,2009,53,2009-12-28,12,276.2578787878788,101001.9028340081,3.0355555555555553,62.0,79.16161616161617
7814,200953,25,BASSE-NORMANDIE,48,2009,53,2009-12-28,12,277.9436893203884,100641.92118226601,5.410339943342776,270.4,87.94165316045381
7815,200953,26,BOURGOGNE,400,2009,53,2009-12-28,12,276.12056451612904,101007.94354838709,3.52258064516129,77.0,87.68548387096774
7816,200953,53,BRETAGNE,77,2009,53,2009-12-28,12,279.83988648090815,100757.15170278637,5.393110435663627,289.0,84.38802889576884
7817,200953,24,CENTRE,104,2009,53,2009-12-28,12,277.85322580645163,100921.37096774194,3.7502016129032256,156.4,86.95766129032258
7818,200953,21,CHAMPAGNE-ARDENNE,171,2009,53,2009-12-28,12,276.86147540983603,100836.59836065574,4.084426229508197,64.8,85.44262295081967
7819,200953,94,CORSE,83,2009,53,2009-12-28,12,283.0534412955465,100809.97975708502,2.9591093117408906,199.6,76.0080971659919
7820,200953,43,FRANCHE-COMTE,226,2009,53,2009-12-28,12,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7821,200953,23,HAUTE-NORMANDIE,34,2009,53,2009-12-28,12,276.2935483870968,100785.68548387097,4.354838709677419,90.2,91.9758064516129
7822,200953,91,LANGUEDOC-ROUSSILLON,148,2009,53,2009-12-28,12,281.1165306122449,100949.97959183673,4.246530612244898,50.800000000000004,70.02448979591837
7823,200953,74,LIMOUSIN,349,2009,53,2009-12-28,12,276.9391129032258,101012.74193548386,3.6822580645161294,103.0,89.66935483870968
7824,200953,41,LORRAINE,93,2009,53,2009-12-28,12,275.0574561403509,100849.73684210527,4.37719298245614,88.39999999999999,86.1359649122807
7825,200953,73,MIDI-PYRENEES,219,2009,53,2009-12-28,12,278.15129240710826,101070.23424878837,2.7943673469387753,309.4,82.85218093699515
7826,200953,31,NORD-PAS-DE-CALAIS,9,2009,53,2009-12-28,12,276.23629032258066,100713.42741935483,4.608064516129032,71.0,88.09274193548387
7827,200953,52,PAYS-DE-LA-LOIRE,60,2009,53,2009-12-28,12,278.7100806451613,100856.16935483871,3.5350806451612904,170.6,87.83467741935483
7828,200953,22,PICARDIE,43,2009,53,2009-12-28,12,276.6426829268293,100718.94308943089,4.606097560975609,70.8,88.5691056910569
7829,200953,54,POITOU-CHARENTES,276,2009,53,2009-12-28,12,279.67206477732793,100935.0,5.447773279352226,165.6,84.61740890688259
7830,200953,93,PROVENCE-ALPES-COTE-D-AZUR,167,2009,53,2009-12-28,12,279.62733333333335,100785.80296896087,4.939589743589744,535.6,71.09948717948718
7831,200953,11,ILE-DE-FRANCE,145,2009,53,2009-12-28,12,277.0725806451613,100845.28225806452,3.7672064777327936,48.6,86.5524193548387
7832,200953,82,RHONE-ALPES,259,2009,53,2009-12-28,12,278.41572580645163,101012.94354838709,3.8127016129032256,154.2,77.90322580645162
7833,200952,42,ALSACE,303,2009,52,2009-12-21,12,275.669797979798,101012.32323232324,3.0296969696969698,204.4,85.54343434343434
7834,200952,72,AQUITAINE,216,2009,52,2009-12-21,12,279.86079429735236,101033.82892057026,2.8083673469387755,173.8,83.73319755600815
7835,200952,83,AUVERGNE,415,2009,52,2009-12-21,12,276.2578787878788,101001.9028340081,3.0355555555555553,62.0,79.16161616161617
7836,200952,25,BASSE-NORMANDIE,115,2009,52,2009-12-21,12,277.9436893203884,100641.92118226601,5.410339943342776,270.4,87.94165316045381
7837,200952,26,BOURGOGNE,122,2009,52,2009-12-21,12,276.12056451612904,101007.94354838709,3.52258064516129,77.0,87.68548387096774
7838,200952,53,BRETAGNE,395,2009,52,2009-12-21,12,279.83988648090815,100757.15170278637,5.393110435663627,289.0,84.38802889576884
7839,200952,24,CENTRE,149,2009,52,2009-12-21,12,277.85322580645163,100921.37096774194,3.7502016129032256,156.4,86.95766129032258
7840,200952,21,CHAMPAGNE-ARDENNE,199,2009,52,2009-12-21,12,276.86147540983603,100836.59836065574,4.084426229508197,64.8,85.44262295081967
7841,200952,94,CORSE,187,2009,52,2009-12-21,12,283.0534412955465,100809.97975708502,2.9591093117408906,199.6,76.0080971659919
7842,200952,43,FRANCHE-COMTE,169,2009,52,2009-12-21,12,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7843,200952,23,HAUTE-NORMANDIE,60,2009,52,2009-12-21,12,276.2935483870968,100785.68548387097,4.354838709677419,90.2,91.9758064516129
7844,200952,91,LANGUEDOC-ROUSSILLON,282,2009,52,2009-12-21,12,281.1165306122449,100949.97959183673,4.246530612244898,50.800000000000004,70.02448979591837
7845,200952,74,LIMOUSIN,491,2009,52,2009-12-21,12,276.9391129032258,101012.74193548386,3.6822580645161294,103.0,89.66935483870968
7846,200952,41,LORRAINE,140,2009,52,2009-12-21,12,275.0574561403509,100849.73684210527,4.37719298245614,88.39999999999999,86.1359649122807
7847,200952,73,MIDI-PYRENEES,204,2009,52,2009-12-21,12,278.15129240710826,101070.23424878837,2.7943673469387753,309.4,82.85218093699515
7848,200952,31,NORD-PAS-DE-CALAIS,632,2009,52,2009-12-21,12,276.23629032258066,100713.42741935483,4.608064516129032,71.0,88.09274193548387
7849,200952,52,PAYS-DE-LA-LOIRE,153,2009,52,2009-12-21,12,278.7100806451613,100856.16935483871,3.5350806451612904,170.6,87.83467741935483
7850,200952,22,PICARDIE,64,2009,52,2009-12-21,12,276.6426829268293,100718.94308943089,4.606097560975609,70.8,88.5691056910569
7851,200952,54,POITOU-CHARENTES,648,2009,52,2009-12-21,12,279.67206477732793,100935.0,5.447773279352226,165.6,84.61740890688259
7852,200952,93,PROVENCE-ALPES-COTE-D-AZUR,206,2009,52,2009-12-21,12,279.62733333333335,100785.80296896087,4.939589743589744,535.6,71.09948717948718
7853,200952,11,ILE-DE-FRANCE,111,2009,52,2009-12-21,12,277.0725806451613,100845.28225806452,3.7672064777327936,48.6,86.5524193548387
7854,200952,82,RHONE-ALPES,384,2009,52,2009-12-21,12,278.41572580645163,101012.94354838709,3.8127016129032256,154.2,77.90322580645162
7855,200951,42,ALSACE,540,2009,51,2009-12-14,12,275.669797979798,101012.32323232324,3.0296969696969698,204.4,85.54343434343434
7856,200951,72,AQUITAINE,273,2009,51,2009-12-14,12,279.86079429735236,101033.82892057026,2.8083673469387755,173.8,83.73319755600815
7857,200951,83,AUVERGNE,536,2009,51,2009-12-14,12,276.2578787878788,101001.9028340081,3.0355555555555553,62.0,79.16161616161617
7858,200951,25,BASSE-NORMANDIE,434,2009,51,2009-12-14,12,277.9436893203884,100641.92118226601,5.410339943342776,270.4,87.94165316045381
7859,200951,26,BOURGOGNE,227,2009,51,2009-12-14,12,276.12056451612904,101007.94354838709,3.52258064516129,77.0,87.68548387096774
7860,200951,53,BRETAGNE,650,2009,51,2009-12-14,12,279.83988648090815,100757.15170278637,5.393110435663627,289.0,84.38802889576884
7861,200951,24,CENTRE,184,2009,51,2009-12-14,12,277.85322580645163,100921.37096774194,3.7502016129032256,156.4,86.95766129032258
7862,200951,21,CHAMPAGNE-ARDENNE,797,2009,51,2009-12-14,12,276.86147540983603,100836.59836065574,4.084426229508197,64.8,85.44262295081967
7863,200951,94,CORSE,399,2009,51,2009-12-14,12,283.0534412955465,100809.97975708502,2.9591093117408906,199.6,76.0080971659919
7864,200951,43,FRANCHE-COMTE,297,2009,51,2009-12-14,12,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
7865,200951,23,HAUTE-NORMANDIE,393,2009,51,2009-12-14,12,276.2935483870968,100785.68548387097,4.354838709677419,90.2,91.9758064516129
7866,200951,91,LANGUEDOC-ROUSSILLON,405,2009,51,2009-12-14,12,281.1165306122449,100949.97959183673,4.246530612244898,50.800000000000004,70.02448979591837
7867,200951,74,LIMOUSIN,635,2009,51,2009-12-14,12,276.9391129032258,101012.74193548386,3.6822580645161294,103.0,89.66935483870968
7868,200951,41,LORRAINE,377,2009,51,2009-12-14,12,275.0574561403509,100849.73684210527,4.37719298245614,88.39999999999999,86.1359649122807
