Id,week,region_name,TauxGrippe,pop_0_19,pop_20_39,pop_40_59,pop_60_74,pop_75_plus,pop_total,requete_grippe,requete_grippe_aviaire_vaccin,requete_grippe_aviaire_vaccin_porcine_porc_H1N1_AH1N1_A_mexicaine_Mexique_pandemie,week_date,year,month,month_date
7457,201017,ILE-DE-FRANCE,6,3056145,3502425,3125251,1341662,760751,11786234,2,2,1,2010-04-26,2010,Avril,2010-04-01
7458,201017,RHONE-ALPES,14,1586506,1617267,1664381,846052,516485,6230691,1,1,0,2010-04-26,2010,Avril,2010-04-01
7459,201016,ALSACE,0,447694,483342,527395,243392,143864,1845687,2,2,1,2010-04-19,2010,Avril,2010-04-01
7460,201016,AQUITAINE,0,728896,768672,895332,500042,339410,3232352,2,1,0,2010-04-19,2010,Avril,2010-04-01
7461,201016,AUVERGNE,0,295697,307312,378312,217297,148769,1347387,3,2,1,2010-04-19,2010,Avril,2010-04-01
7462,201016,BASSE-NORMANDIE,0,355950,340551,403675,222035,151283,1473494,2,2,2,2010-04-19,2010,Avril,2010-04-01
7463,201016,BOURGOGNE,9,373828,373724,454739,260831,178993,1642115,2,2,1,2010-04-19,2010,Avril,2010-04-01
7464,201016,BRETAGNE,10,777642,762660,863756,478800,316208,3199066,2,2,1,2010-04-19,2010,Avril,2010-04-01
7465,201016,CENTRE,0,613259,598568,697229,381820,257189,2548065,2,1,1,2010-04-19,2010,Avril,2010-04-01
7466,201016,CHAMPAGNE-ARDENNE,0,327038,330916,368259,189828,119882,1335923,2,2,1,2010-04-19,2010,Avril,2010-04-01
7467,201016,CORSE,1,64870,74478,88294,51244,30807,309693,0,0,0,2010-04-19,2010,Avril,2010-04-01
7468,201016,FRANCHE-COMTE,22,290711,289804,317295,169068,104885,1171763,3,4,5,2010-04-19,2010,Avril,2010-04-01
7469,201016,HAUTE-NORMANDIE,0,471755,463838,501679,247604,152078,1836954,2,2,1,2010-04-19,2010,Avril,2010-04-01
7470,201016,LANGUEDOC-ROUSSILLON,0,614422,619888,709633,421307,271100,2636350,1,1,0,2010-04-19,2010,Avril,2010-04-01
7471,201016,LIMOUSIN,10,152799,162201,205375,125623,96773,742771,5,5,5,2010-04-19,2010,Avril,2010-04-01
7472,201016,LORRAINE,0,558344,601215,661241,327207,202913,2350920,2,2,1,2010-04-19,2010,Avril,2010-04-01
7473,201016,MIDI-PYRENEES,0,655955,705384,789655,429438,301324,2881756,2,2,1,2010-04-19,2010,Avril,2010-04-01
7474,201016,NORD-PAS-DE-CALAIS,6,1089451,1081795,1066016,497225,303670,4038157,2,1,1,2010-04-19,2010,Avril,2010-04-01
7475,201016,PAYS-DE-LA-LOIRE,30,910199,883393,951867,497499,328537,3571495,2,1,1,2010-04-19,2010,Avril,2010-04-01
7476,201016,PICARDIE,0,501336,486224,527970,250511,148803,1914844,2,2,1,2010-04-19,2010,Avril,2010-04-01
7477,201016,POITOU-CHARENTES,0,397865,399574,487864,285689,199371,1770363,3,2,1,2010-04-19,2010,Avril,2010-04-01
7478,201016,PROVENCE-ALPES-COTE-D-AZUR,6,1136230,1160822,1324341,774758,503004,4899155,2,1,1,2010-04-19,2010,Avril,2010-04-01
7479,201016,ILE-DE-FRANCE,0,3056145,3502425,3125251,1341662,760751,11786234,2,2,1,2010-04-19,2010,Avril,2010-04-01
7480,201016,RHONE-ALPES,29,1586506,1617267,1664381,846052,516485,6230691,1,1,0,2010-04-19,2010,Avril,2010-04-01
7481,201015,ALSACE,0,447694,483342,527395,243392,143864,1845687,2,2,1,2010-04-12,2010,Avril,2010-04-01
7482,201015,AQUITAINE,0,728896,768672,895332,500042,339410,3232352,2,1,0,2010-04-12,2010,Avril,2010-04-01
7483,201015,AUVERGNE,6,295697,307312,378312,217297,148769,1347387,3,2,1,2010-04-12,2010,Avril,2010-04-01
7484,201015,BASSE-NORMANDIE,0,355950,340551,403675,222035,151283,1473494,2,2,2,2010-04-12,2010,Avril,2010-04-01
7485,201015,BOURGOGNE,21,373828,373724,454739,260831,178993,1642115,2,2,1,2010-04-12,2010,Avril,2010-04-01
7486,201015,BRETAGNE,11,777642,762660,863756,478800,316208,3199066,2,2,1,2010-04-12,2010,Avril,2010-04-01
7487,201015,CENTRE,0,613259,598568,697229,381820,257189,2548065,2,1,1,2010-04-12,2010,Avril,2010-04-01
7488,201015,CHAMPAGNE-ARDENNE,0,327038,330916,368259,189828,119882,1335923,2,2,1,2010-04-12,2010,Avril,2010-04-01
7489,201015,CORSE,0,64870,74478,88294,51244,30807,309693,0,0,0,2010-04-12,2010,Avril,2010-04-01
7490,201015,FRANCHE-COMTE,0,290711,289804,317295,169068,104885,1171763,3,4,5,2010-04-12,2010,Avril,2010-04-01
7491,201015,HAUTE-NORMANDIE,0,471755,463838,501679,247604,152078,1836954,2,2,1,2010-04-12,2010,Avril,2010-04-01
7492,201015,LANGUEDOC-ROUSSILLON,32,614422,619888,709633,421307,271100,2636350,1,1,0,2010-04-12,2010,Avril,2010-04-01
7493,201015,LIMOUSIN,10,152799,162201,205375,125623,96773,742771,5,5,5,2010-04-12,2010,Avril,2010-04-01
7494,201015,LORRAINE,0,558344,601215,661241,327207,202913,2350920,2,2,1,2010-04-12,2010,Avril,2010-04-01
7495,201015,MIDI-PYRENEES,0,655955,705384,789655,429438,301324,2881756,2,2,1,2010-04-12,2010,Avril,2010-04-01
7496,201015,NORD-PAS-DE-CALAIS,8,1089451,1081795,1066016,497225,303670,4038157,2,1,1,2010-04-12,2010,Avril,2010-04-01
7497,201015,PAYS-DE-LA-LOIRE,9,910199,883393,951867,497499,328537,3571495,2,1,1,2010-04-12,2010,Avril,2010-04-01
7498,201015,PICARDIE,0,501336,486224,527970,250511,148803,1914844,2,2,1,2010-04-12,2010,Avril,2010-04-01
7499,201015,POITOU-CHARENTES,2,397865,399574,487864,285689,199371,1770363,3,2,1,2010-04-12,2010,Avril,2010-04-01
7500,201015,PROVENCE-ALPES-COTE-D-AZUR,7,1136230,1160822,1324341,774758,503004,4899155,2,1,1,2010-04-12,2010,Avril,2010-04-01
7501,201015,ILE-DE-FRANCE,9,3056145,3502425,3125251,1341662,760751,11786234,2,2,1,2010-04-12,2010,Avril,2010-04-01
7502,201015,RHONE-ALPES,8,1586506,1617267,1664381,846052,516485,6230691,1,1,0,2010-04-12,2010,Avril,2010-04-01
7503,201014,ALSACE,0,447694,483342,527395,243392,143864,1845687,2,2,1,2010-04-05,2010,Avril,2010-04-01
7504,201014,AQUITAINE,0,728896,768672,895332,500042,339410,3232352,2,1,0,2010-04-05,2010,Avril,2010-04-01
7505,201014,AUVERGNE,0,295697,307312,378312,217297,148769,1347387,3,2,1,2010-04-05,2010,Avril,2010-04-01
7506,201014,BASSE-NORMANDIE,0,355950,340551,403675,222035,151283,1473494,2,2,2,2010-04-05,2010,Avril,2010-04-01
7507,201014,BOURGOGNE,0,373828,373724,454739,260831,178993,1642115,2,2,1,2010-04-05,2010,Avril,2010-04-01
7508,201014,BRETAGNE,14,777642,762660,863756,478800,316208,3199066,2,2,1,2010-04-05,2010,Avril,2010-04-01
7509,201014,CENTRE,0,613259,598568,697229,381820,257189,2548065,2,1,1,2010-04-05,2010,Avril,2010-04-01
7510,201014,CHAMPAGNE-ARDENNE,14,327038,330916,368259,189828,119882,1335923,2,2,1,2010-04-05,2010,Avril,2010-04-01
7511,201014,CORSE,6,64870,74478,88294,51244,30807,309693,0,0,0,2010-04-05,2010,Avril,2010-04-01
7512,201014,FRANCHE-COMTE,0,290711,289804,317295,169068,104885,1171763,3,4,5,2010-04-05,2010,Avril,2010-04-01
7513,201014,HAUTE-NORMANDIE,0,471755,463838,501679,247604,152078,1836954,2,2,1,2010-04-05,2010,Avril,2010-04-01
7514,201014,LANGUEDOC-ROUSSILLON,16,614422,619888,709633,421307,271100,2636350,1,1,0,2010-04-05,2010,Avril,2010-04-01
7515,201014,LIMOUSIN,14,152799,162201,205375,125623,96773,742771,5,5,5,2010-04-05,2010,Avril,2010-04-01
7516,201014,LORRAINE,0,558344,601215,661241,327207,202913,2350920,2,2,1,2010-04-05,2010,Avril,2010-04-01
7517,201014,MIDI-PYRENEES,3,655955,705384,789655,429438,301324,2881756,2,2,1,2010-04-05,2010,Avril,2010-04-01
7518,201014,NORD-PAS-DE-CALAIS,0,1089451,1081795,1066016,497225,303670,4038157,2,1,1,2010-04-05,2010,Avril,2010-04-01
7519,201014,PAYS-DE-LA-LOIRE,13,910199,883393,951867,497499,328537,3571495,2,1,1,2010-04-05,2010,Avril,2010-04-01
7520,201014,PICARDIE,0,501336,486224,527970,250511,148803,1914844,2,2,1,2010-04-05,2010,Avril,2010-04-01
7521,201014,POITOU-CHARENTES,9,397865,399574,487864,285689,199371,1770363,3,2,1,2010-04-05,2010,Avril,2010-04-01
7522,201014,PROVENCE-ALPES-COTE-D-AZUR,10,1136230,1160822,1324341,774758,503004,4899155,2,1,1,2010-04-05,2010,Avril,2010-04-01
7523,201014,ILE-DE-FRANCE,14,3056145,3502425,3125251,1341662,760751,11786234,2,2,1,2010-04-05,2010,Avril,2010-04-01
7524,201014,RHONE-ALPES,37,1586506,1617267,1664381,846052,516485,6230691,1,1,0,2010-04-05,2010,Avril,2010-04-01
7525,201013,ALSACE,40,447694,483342,527395,243392,143864,1845687,2,2,1,2010-03-29,2010,Mars,2010-03-01
7526,201013,AQUITAINE,9,728896,768672,895332,500042,339410,3232352,2,2,1,2010-03-29,2010,Mars,2010-03-01
7527,201013,AUVERGNE,0,295697,307312,378312,217297,148769,1347387,4,3,1,2010-03-29,2010,Mars,2010-03-01
7528,201013,BASSE-NORMANDIE,0,355950,340551,403675,222035,151283,1473494,3,3,1,2010-03-29,2010,Mars,2010-03-01
7529,201013,BOURGOGNE,9,373828,373724,454739,260831,178993,1642115,3,2,1,2010-03-29,2010,Mars,2010-03-01
7530,201013,BRETAGNE,65,777642,762660,863756,478800,316208,3199066,3,2,1,2010-03-29,2010,Mars,2010-03-01
7531,201013,CENTRE,0,613259,598568,697229,381820,257189,2548065,2,2,1,2010-03-29,2010,Mars,2010-03-01
7532,201013,CHAMPAGNE-ARDENNE,14,327038,330916,368259,189828,119882,1335923,3,2,1,2010-03-29,2010,Mars,2010-03-01
7533,201013,CORSE,7,64870,74478,88294,51244,30807,309693,0,0,0,2010-03-29,2010,Mars,2010-03-01
7534,201013,FRANCHE-COMTE,0,290711,289804,317295,169068,104885,1171763,3,3,5,2010-03-29,2010,Mars,2010-03-01
7535,201013,HAUTE-NORMANDIE,0,471755,463838,501679,247604,152078,1836954,4,4,1,2010-03-29,2010,Mars,2010-03-01
7536,201013,LANGUEDOC-ROUSSILLON,15,614422,619888,709633,421307,271100,2636350,3,3,1,2010-03-29,2010,Mars,2010-03-01
7537,201013,LIMOUSIN,20,152799,162201,205375,125623,96773,742771,6,4,4,2010-03-29,2010,Mars,2010-03-01
7538,201013,LORRAINE,0,558344,601215,661241,327207,202913,2350920,2,2,1,2010-03-29,2010,Mars,2010-03-01
7539,201013,MIDI-PYRENEES,15,655955,705384,789655,429438,301324,2881756,3,2,1,2010-03-29,2010,Mars,2010-03-01
7540,201013,NORD-PAS-DE-CALAIS,0,1089451,1081795,1066016,497225,303670,4038157,4,3,1,2010-03-29,2010,Mars,2010-03-01
7541,201013,PAYS-DE-LA-LOIRE,2,910199,883393,951867,497499,328537,3571495,4,4,1,2010-03-29,2010,Mars,2010-03-01
7542,201013,PICARDIE,6,501336,486224,527970,250511,148803,1914844,2,2,1,2010-03-29,2010,Mars,2010-03-01
7543,201013,POITOU-CHARENTES,7,397865,399574,487864,285689,199371,1770363,2,2,1,2010-03-29,2010,Mars,2010-03-01
7544,201013,PROVENCE-ALPES-COTE-D-AZUR,0,1136230,1160822,1324341,774758,503004,4899155,3,3,1,2010-03-29,2010,Mars,2010-03-01
7545,201013,ILE-DE-FRANCE,2,3056145,3502425,3125251,1341662,760751,11786234,3,3,1,2010-03-29,2010,Mars,2010-03-01
7546,201013,RHONE-ALPES,19,1586506,1617267,1664381,846052,516485,6230691,3,3,1,2010-03-29,2010,Mars,2010-03-01
7547,201012,ALSACE,40,447694,483342,527395,243392,143864,1845687,2,2,1,2010-03-22,2010,Mars,2010-03-01
7548,201012,AQUITAINE,8,728896,768672,895332,500042,339410,3232352,2,2,1,2010-03-22,2010,Mars,2010-03-01
7549,201012,AUVERGNE,18,295697,307312,378312,217297,148769,1347387,4,3,1,2010-03-22,2010,Mars,2010-03-01
7550,201012,BASSE-NORMANDIE,0,355950,340551,403675,222035,151283,1473494,3,3,1,2010-03-22,2010,Mars,2010-03-01
7551,201012,BOURGOGNE,0,373828,373724,454739,260831,178993,1642115,3,2,1,2010-03-22,2010,Mars,2010-03-01
7552,201012,BRETAGNE,10,777642,762660,863756,478800,316208,3199066,3,2,1,2010-03-22,2010,Mars,2010-03-01
7553,201012,CENTRE,0,613259,598568,697229,381820,257189,2548065,2,2,1,2010-03-22,2010,Mars,2010-03-01
7554,201012,CHAMPAGNE-ARDENNE,0,327038,330916,368259,189828,119882,1335923,3,2,1,2010-03-22,2010,Mars,2010-03-01
7555,201012,CORSE,0,64870,74478,88294,51244,30807,309693,0,0,0,2010-03-22,2010,Mars,2010-03-01
7556,201012,FRANCHE-COMTE,0,290711,289804,317295,169068,104885,1171763,3,3,5,2010-03-22,2010,Mars,2010-03-01
7557,201012,HAUTE-NORMANDIE,0,471755,463838,501679,247604,152078,1836954,4,4,1,2010-03-22,2010,Mars,2010-03-01
7558,201012,LANGUEDOC-ROUSSILLON,17,614422,619888,709633,421307,271100,2636350,3,3,1,2010-03-22,2010,Mars,2010-03-01
7559,201012,LIMOUSIN,38,152799,162201,205375,125623,96773,742771,6,4,4,2010-03-22,2010,Mars,2010-03-01
7560,201012,LORRAINE,0,558344,601215,661241,327207,202913,2350920,2,2,1,2010-03-22,2010,Mars,2010-03-01
7561,201012,MIDI-PYRENEES,21,655955,705384,789655,429438,301324,2881756,3,2,1,2010-03-22,2010,Mars,2010-03-01
7562,201012,NORD-PAS-DE-CALAIS,0,1089451,1081795,1066016,497225,303670,4038157,4,3,1,2010-03-22,2010,Mars,2010-03-01
7563,201012,PAYS-DE-LA-LOIRE,16,910199,883393,951867,497499,328537,3571495,4,4,1,2010-03-22,2010,Mars,2010-03-01
7564,201012,PICARDIE,26,501336,486224,527970,250511,148803,1914844,2,2,1,2010-03-22,2010,Mars,2010-03-01
7565,201012,POITOU-CHARENTES,9,397865,399574,487864,285689,199371,1770363,2,2,1,2010-03-22,2010,Mars,2010-03-01
7566,201012,PROVENCE-ALPES-COTE-D-AZUR,7,1136230,1160822,1324341,774758,503004,4899155,3,3,1,2010-03-22,2010,Mars,2010-03-01
7567,201012,ILE-DE-FRANCE,3,3056145,3502425,3125251,1341662,760751,11786234,3,3,1,2010-03-22,2010,Mars,2010-03-01
7568,201012,RHONE-ALPES,17,1586506,1617267,1664381,846052,516485,6230691,3,3,1,2010-03-22,2010,Mars,2010-03-01
7569,201011,ALSACE,0,447694,483342,527395,243392,143864,1845687,2,2,1,2010-03-15,2010,Mars,2010-03-01
7570,201011,AQUITAINE,2,728896,768672,895332,500042,339410,3232352,2,2,1,2010-03-15,2010,Mars,2010-03-01
7571,201011,AUVERGNE,4,295697,307312,378312,217297,148769,1347387,4,3,1,2010-03-15,2010,Mars,2010-03-01
7572,201011,BASSE-NORMANDIE,0,355950,340551,403675,222035,151283,1473494,3,3,1,2010-03-15,2010,Mars,2010-03-01
7573,201011,BOURGOGNE,7,373828,373724,454739,260831,178993,1642115,3,2,1,2010-03-15,2010,Mars,2010-03-01
7574,201011,BRETAGNE,11,777642,762660,863756,478800,316208,3199066,3,2,1,2010-03-15,2010,Mars,2010-03-01
7575,201011,CENTRE,0,613259,598568,697229,381820,257189,2548065,2,2,1,2010-03-15,2010,Mars,2010-03-01
7576,201011,CHAMPAGNE-ARDENNE,11,327038,330916,368259,189828,119882,1335923,3,2,1,2010-03-15,2010,Mars,2010-03-01
7577,201011,CORSE,0,64870,74478,88294,51244,30807,309693,0,0,0,2010-03-15,2010,Mars,2010-03-01
7578,201011,FRANCHE-COMTE,3,290711,289804,317295,169068,104885,1171763,3,3,5,2010-03-15,2010,Mars,2010-03-01
7579,201011,HAUTE-NORMANDIE,7,471755,463838,501679,247604,152078,1836954,4,4,1,2010-03-15,2010,Mars,2010-03-01
7580,201011,LANGUEDOC-ROUSSILLON,12,614422,619888,709633,421307,271100,2636350,3,3,1,2010-03-15,2010,Mars,2010-03-01
7581,201011,LIMOUSIN,63,152799,162201,205375,125623,96773,742771,6,4,4,2010-03-15,2010,Mars,2010-03-01
7582,201011,LORRAINE,1,558344,601215,661241,327207,202913,2350920,2,2,1,2010-03-15,2010,Mars,2010-03-01
7583,201011,MIDI-PYRENEES,19,655955,705384,789655,429438,301324,2881756,3,2,1,2010-03-15,2010,Mars,2010-03-01
7584,201011,NORD-PAS-DE-CALAIS,36,1089451,1081795,1066016,497225,303670,4038157,4,3,1,2010-03-15,2010,Mars,2010-03-01
7585,201011,PAYS-DE-LA-LOIRE,17,910199,883393,951867,497499,328537,3571495,4,4,1,2010-03-15,2010,Mars,2010-03-01
7586,201011,PICARDIE,0,501336,486224,527970,250511,148803,1914844,2,2,1,2010-03-15,2010,Mars,2010-03-01
7587,201011,POITOU-CHARENTES,57,397865,399574,487864,285689,199371,1770363,2,2,1,2010-03-15,2010,Mars,2010-03-01
7588,201011,PROVENCE-ALPES-COTE-D-AZUR,10,1136230,1160822,1324341,774758,503004,4899155,3,3,1,2010-03-15,2010,Mars,2010-03-01
7589,201011,ILE-DE-FRANCE,4,3056145,3502425,3125251,1341662,760751,11786234,3,3,1,2010-03-15,2010,Mars,2010-03-01
7590,201011,RHONE-ALPES,17,1586506,1617267,1664381,846052,516485,6230691,3,3,1,2010-03-15,2010,Mars,2010-03-01
7591,201010,ALSACE,0,447694,483342,527395,243392,143864,1845687,2,2,1,2010-03-08,2010,Mars,2010-03-01
7592,201010,AQUITAINE,2,728896,768672,895332,500042,339410,3232352,2,2,1,2010-03-08,2010,Mars,2010-03-01
7593,201010,AUVERGNE,34,295697,307312,378312,217297,148769,1347387,4,3,1,2010-03-08,2010,Mars,2010-03-01
7594,201010,BASSE-NORMANDIE,0,355950,340551,403675,222035,151283,1473494,3,3,1,2010-03-08,2010,Mars,2010-03-01
7595,201010,BOURGOGNE,15,373828,373724,454739,260831,178993,1642115,3,2,1,2010-03-08,2010,Mars,2010-03-01
7596,201010,BRETAGNE,32,777642,762660,863756,478800,316208,3199066,3,2,1,2010-03-08,2010,Mars,2010-03-01
7597,201010,CENTRE,7,613259,598568,697229,381820,257189,2548065,2,2,1,2010-03-08,2010,Mars,2010-03-01
7598,201010,CHAMPAGNE-ARDENNE,36,327038,330916,368259,189828,119882,1335923,3,2,1,2010-03-08,2010,Mars,2010-03-01
7599,201010,CORSE,0,64870,74478,88294,51244,30807,309693,0,0,0,2010-03-08,2010,Mars,2010-03-01
7600,201010,FRANCHE-COMTE,12,290711,289804,317295,169068,104885,1171763,3,3,5,2010-03-08,2010,Mars,2010-03-01
7601,201010,HAUTE-NORMANDIE,8,471755,463838,501679,247604,152078,1836954,4,4,1,2010-03-08,2010,Mars,2010-03-01
7602,201010,LANGUEDOC-ROUSSILLON,33,614422,619888,709633,421307,271100,2636350,3,3,1,2010-03-08,2010,Mars,2010-03-01
7603,201010,LIMOUSIN,21,152799,162201,205375,125623,96773,742771,6,4,4,2010-03-08,2010,Mars,2010-03-01
7604,201010,LORRAINE,10,558344,601215,661241,327207,202913,2350920,2,2,1,2010-03-08,2010,Mars,2010-03-01
7605,201010,MIDI-PYRENEES,4,655955,705384,789655,429438,301324,2881756,3,2,1,2010-03-08,2010,Mars,2010-03-01
7606,201010,NORD-PAS-DE-CALAIS,19,1089451,1081795,1066016,497225,303670,4038157,4,3,1,2010-03-08,2010,Mars,2010-03-01
7607,201010,PAYS-DE-LA-LOIRE,0,910199,883393,951867,497499,328537,3571495,4,4,1,2010-03-08,2010,Mars,2010-03-01
7608,201010,PICARDIE,0,501336,486224,527970,250511,148803,1914844,2,2,1,2010-03-08,2010,Mars,2010-03-01
7609,201010,POITOU-CHARENTES,23,397865,399574,487864,285689,199371,1770363,2,2,1,2010-03-08,2010,Mars,2010-03-01
7610,201010,PROVENCE-ALPES-COTE-D-AZUR,5,1136230,1160822,1324341,774758,503004,4899155,3,3,1,2010-03-08,2010,Mars,2010-03-01
7611,201010,ILE-DE-FRANCE,2,3056145,3502425,3125251,1341662,760751,11786234,3,3,1,2010-03-08,2010,Mars,2010-03-01
7612,201010,RHONE-ALPES,17,1586506,1617267,1664381,846052,516485,6230691,3,3,1,2010-03-08,2010,Mars,2010-03-01
7613,201009,ALSACE,18,447694,483342,527395,243392,143864,1845687,2,2,1,2010-03-01,2010,Mars,2010-03-01
7614,201009,AQUITAINE,0,728896,768672,895332,500042,339410,3232352,2,2,1,2010-03-01,2010,Mars,2010-03-01
7615,201009,AUVERGNE,12,295697,307312,378312,217297,148769,1347387,4,3,1,2010-03-01,2010,Mars,2010-03-01
7616,201009,BASSE-NORMANDIE,99,355950,340551,403675,222035,151283,1473494,3,3,1,2010-03-01,2010,Mars,2010-03-01
7617,201009,BOURGOGNE,8,373828,373724,454739,260831,178993,1642115,3,2,1,2010-03-01,2010,Mars,2010-03-01
7618,201009,BRETAGNE,24,777642,762660,863756,478800,316208,3199066,3,2,1,2010-03-01,2010,Mars,2010-03-01
7619,201009,CENTRE,0,613259,598568,697229,381820,257189,2548065,2,2,1,2010-03-01,2010,Mars,2010-03-01
7620,201009,CHAMPAGNE-ARDENNE,31,327038,330916,368259,189828,119882,1335923,3,2,1,2010-03-01,2010,Mars,2010-03-01
7621,201009,CORSE,0,64870,74478,88294,51244,30807,309693,0,0,0,2010-03-01,2010,Mars,2010-03-01
7622,201009,FRANCHE-COMTE,14,290711,289804,317295,169068,104885,1171763,3,3,5,2010-03-01,2010,Mars,2010-03-01
7623,201009,HAUTE-NORMANDIE,1,471755,463838,501679,247604,152078,1836954,4,4,1,2010-03-01,2010,Mars,2010-03-01
7624,201009,LANGUEDOC-ROUSSILLON,34,614422,619888,709633,421307,271100,2636350,3,3,1,2010-03-01,2010,Mars,2010-03-01
7625,201009,LIMOUSIN,89,152799,162201,205375,125623,96773,742771,6,4,4,2010-03-01,2010,Mars,2010-03-01
7626,201009,LORRAINE,15,558344,601215,661241,327207,202913,2350920,2,2,1,2010-03-01,2010,Mars,2010-03-01
7627,201009,MIDI-PYRENEES,3,655955,705384,789655,429438,301324,2881756,3,2,1,2010-03-01,2010,Mars,2010-03-01
7628,201009,NORD-PAS-DE-CALAIS,53,1089451,1081795,1066016,497225,303670,4038157,4,3,1,2010-03-01,2010,Mars,2010-03-01
7629,201009,PAYS-DE-LA-LOIRE,13,910199,883393,951867,497499,328537,3571495,4,4,1,2010-03-01,2010,Mars,2010-03-01
7630,201009,PICARDIE,0,501336,486224,527970,250511,148803,1914844,2,2,1,2010-03-01,2010,Mars,2010-03-01
7631,201009,POITOU-CHARENTES,0,397865,399574,487864,285689,199371,1770363,2,2,1,2010-03-01,2010,Mars,2010-03-01
7632,201009,PROVENCE-ALPES-COTE-D-AZUR,19,1136230,1160822,1324341,774758,503004,4899155,3,3,1,2010-03-01,2010,Mars,2010-03-01
7633,201009,ILE-DE-FRANCE,9,3056145,3502425,3125251,1341662,760751,11786234,3,3,1,2010-03-01,2010,Mars,2010-03-01
7634,201009,RHONE-ALPES,7,1586506,1617267,1664381,846052,516485,6230691,3,3,1,2010-03-01,2010,Mars,2010-03-01
7635,201008,ALSACE,35,447694,483342,527395,243392,143864,1845687,4,3,1,2010-02-22,2010,Février,2010-02-01
7636,201008,AQUITAINE,0,728896,768672,895332,500042,339410,3232352,4,4,1,2010-02-22,2010,Février,2010-02-01
7637,201008,AUVERGNE,31,295697,307312,378312,217297,148769,1347387,5,5,1,2010-02-22,2010,Février,2010-02-01
7638,201008,BASSE-NORMANDIE,0,355950,340551,403675,222035,151283,1473494,6,6,2,2010-02-22,2010,Février,2010-02-01
7639,201008,BOURGOGNE,6,373828,373724,454739,260831,178993,1642115,7,6,2,2010-02-22,2010,Février,2010-02-01
7640,201008,BRETAGNE,60,777642,762660,863756,478800,316208,3199066,4,4,1,2010-02-22,2010,Février,2010-02-01
7641,201008,CENTRE,0,613259,598568,697229,381820,257189,2548065,5,4,1,2010-02-22,2010,Février,2010-02-01
7642,201008,CHAMPAGNE-ARDENNE,19,327038,330916,368259,189828,119882,1335923,4,3,1,2010-02-22,2010,Février,2010-02-01
7643,201008,CORSE,0,64870,74478,88294,51244,30807,309693,0,0,0,2010-02-22,2010,Février,2010-02-01
7644,201008,FRANCHE-COMTE,0,290711,289804,317295,169068,104885,1171763,6,6,6,2010-02-22,2010,Février,2010-02-01
7645,201008,HAUTE-NORMANDIE,11,471755,463838,501679,247604,152078,1836954,4,4,1,2010-02-22,2010,Février,2010-02-01
7646,201008,LANGUEDOC-ROUSSILLON,26,614422,619888,709633,421307,271100,2636350,3,2,1,2010-02-22,2010,Février,2010-02-01
7647,201008,LIMOUSIN,14,152799,162201,205375,125623,96773,742771,12,9,5,2010-02-22,2010,Février,2010-02-01
7648,201008,LORRAINE,11,558344,601215,661241,327207,202913,2350920,5,5,1,2010-02-22,2010,Février,2010-02-01
7649,201008,MIDI-PYRENEES,5,655955,705384,789655,429438,301324,2881756,3,3,1,2010-02-22,2010,Février,2010-02-01
7650,201008,NORD-PAS-DE-CALAIS,0,1089451,1081795,1066016,497225,303670,4038157,5,5,2,2010-02-22,2010,Février,2010-02-01
7651,201008,PAYS-DE-LA-LOIRE,0,910199,883393,951867,497499,328537,3571495,4,4,2,2010-02-22,2010,Février,2010-02-01
7652,201008,PICARDIE,11,501336,486224,527970,250511,148803,1914844,5,4,1,2010-02-22,2010,Février,2010-02-01
7653,201008,POITOU-CHARENTES,11,397865,399574,487864,285689,199371,1770363,5,4,2,2010-02-22,2010,Février,2010-02-01
7654,201008,PROVENCE-ALPES-COTE-D-AZUR,21,1136230,1160822,1324341,774758,503004,4899155,4,4,1,2010-02-22,2010,Février,2010-02-01
7655,201008,ILE-DE-FRANCE,26,3056145,3502425,3125251,1341662,760751,11786234,5,5,2,2010-02-22,2010,Février,2010-02-01
7656,201008,RHONE-ALPES,35,1586506,1617267,1664381,846052,516485,6230691,4,4,1,2010-02-22,2010,Février,2010-02-01
7657,201007,ALSACE,0,447694,483342,527395,243392,143864,1845687,4,3,1,2010-02-15,2010,Février,2010-02-01
7658,201007,AQUITAINE,0,728896,768672,895332,500042,339410,3232352,4,4,1,2010-02-15,2010,Février,2010-02-01
7659,201007,AUVERGNE,20,295697,307312,378312,217297,148769,1347387,5,5,1,2010-02-15,2010,Février,2010-02-01
7660,201007,BASSE-NORMANDIE,28,355950,340551,403675,222035,151283,1473494,6,6,2,2010-02-15,2010,Février,2010-02-01
7661,201007,BOURGOGNE,3,373828,373724,454739,260831,178993,1642115,7,6,2,2010-02-15,2010,Février,2010-02-01
7662,201007,BRETAGNE,27,777642,762660,863756,478800,316208,3199066,4,4,1,2010-02-15,2010,Février,2010-02-01
7663,201007,CENTRE,0,613259,598568,697229,381820,257189,2548065,5,4,1,2010-02-15,2010,Février,2010-02-01
7664,201007,CHAMPAGNE-ARDENNE,0,327038,330916,368259,189828,119882,1335923,4,3,1,2010-02-15,2010,Février,2010-02-01
7665,201007,CORSE,0,64870,74478,88294,51244,30807,309693,0,0,0,2010-02-15,2010,Février,2010-02-01
7666,201007,FRANCHE-COMTE,7,290711,289804,317295,169068,104885,1171763,6,6,6,2010-02-15,2010,Février,2010-02-01
